Flight ID,Aircraft Type,Call Sign,Origin Airport Code,Destination Airport Code,Latitude,Longitude,Altitude,Speed,Heading,Time Stamp,CO2 Emissions,Fuel Consumption,Noise Levels,Weather Conditions,Flight Duration,Delay,Airline Name,Passenger Count,Cargo Weight,Country or Region,Flight Path,Airport Name,Aircraft Age,Fuel Efficiency,Sector Type,Airspace
FL005136,Airbus A320,CS8309,MIA,LAX,-76.482988,177.423996,17086,322,330,2022-10-25T19:38:55.481225,2.31,3125,97.01,Snowy,11.93,23,American Airlines,173,573.87,Canada,WP472-WP270-WP455,Airport 56,14,1.36,International,South America
FL005137,Boeing 737,CS8882,JFK,ORD,70.978839,125.441807,1536,286,97,2023-11-29T08:13:04.509161,1.25,1471.73,81.37,Snowy,8.58,111,Alaska Airlines,180,1610.68,Germany,WP565-WP385-WP569,Airport 98,22,1.13,International,South America
FL005138,Boeing 737,CS2200,DEN,ORD,-74.140548,169.865672,3217,350,289,2022-04-07T15:56:51.311638,2.06,4822.6,73.15,Snowy,4.5,51,American Airlines,203,1946.71,Mexico,WP240-WP647-WP655,Airport 86,8,0.61,Domestic,South America
FL005139,Boeing 737,CS4526,JFK,ORD,-79.129256,98.508848,38378,542,330,2023-08-06T17:11:37.687078,4.92,2633.91,63.61,Stormy,6.86,106,American Airlines,65,461.02,Germany,WP503-WP904-WP531,Airport 42,2,0.79,International,South America
FL005140,Boeing 737,CS3006,ORD,ORD,41.716344,-11.676791,35315,431,5,2023-03-31T20:44:59.560925,3.49,3082.77,56.39,Stormy,2.72,5,American Airlines,75,1138.09,Germany,WP994-WP912-WP362,Airport 83,16,1.51,International,North America
FL005141,Airbus A320,CS8361,ATL,PHX,6.602831,-57.699233,31734,481,54,2022-12-17T17:41:19.310874,3.65,3076.9,52.22,Snowy,2.23,67,Delta Air Lines,184,419.59,Germany,WP669-WP929-WP586,Airport 98,23,1.11,Domestic,Europe
FL005142,Embraer 190,CS9038,SEA,LAX,-12.96214,-148.073936,18039,260,189,2023-03-23T08:37:06.534539,4.59,1084.2,68.85,Snowy,2.68,19,Alaska Airlines,224,234.26,Canada,WP709-WP180-WP171,Airport 77,25,0.66,International,Asia
FL005143,Airbus A320,CS8131,SFO,ATL,-8.282866,-60.088751,3013,575,103,2022-06-26T17:05:33.284165,4.91,4353.02,72.16,Stormy,5.11,53,United Airlines,58,118.1,Mexico,WP556-WP342-WP873,Airport 54,1,1.33,International,Africa
FL005144,Airbus A320,CS2201,SFO,ORD,-40.114254,65.581472,9008,229,241,2022-01-27T10:08:48.117409,4.06,4018.48,53.3,Rainy,10.52,31,Delta Air Lines,69,162.91,Canada,WP297-WP412-WP384,Airport 3,6,1.01,Domestic,South America
FL005145,Boeing 737,CS8547,DFW,MIA,72.22464,-159.027815,7765,252,29,2023-01-05T06:58:10.648422,0.78,2324.88,73.41,Cloudy,6.28,74,United Airlines,255,1174.06,UK,WP337-WP330-WP860,Airport 71,3,1.74,International,Asia
FL005146,Boeing 737,CS8907,ORD,LAX,-41.136724,-118.382025,18176,589,241,2023-03-12T19:08:41.929193,0.63,4549.17,53.96,Clear,11.26,61,United Airlines,193,1107.32,UK,WP355-WP928-WP333,Airport 25,6,1.51,International,Asia
FL005147,Boeing 777,CS1481,SFO,MIA,81.763249,174.931097,25927,239,292,2022-06-18T13:17:03.307782,0.54,3209.73,96.89,Snowy,5.82,29,American Airlines,256,1277.85,USA,WP196-WP570-WP990,Airport 22,8,0.57,International,North America
FL005148,Boeing 737,CS4810,SEA,DFW,-71.773885,-21.763522,3057,340,88,2022-08-28T15:25:12.315397,3.2,2749.7,58.71,Snowy,8.72,87,United Airlines,231,319.36,Canada,WP671-WP159-WP110,Airport 77,13,0.78,International,North America
FL005149,Embraer 190,CS5279,ATL,SFO,-29.615987,-39.815501,17303,312,352,2022-02-02T08:10:51.745810,2.33,4476.27,67.61,Snowy,1.14,106,Alaska Airlines,71,732.65,Mexico,WP840-WP754-WP155,Airport 33,12,0.31,Domestic,Asia
FL005150,Airbus A320,CS7753,MIA,DFW,9.315123,61.626091,1579,209,188,2023-05-19T23:04:45.137495,3.58,3109,56.35,Stormy,11.48,32,American Airlines,215,1967.31,Germany,WP557-WP260-WP823,Airport 7,22,1.03,Domestic,South America
FL005151,Boeing 737,CS4814,LAX,PHX,33.310957,80.488863,10384,542,179,2023-08-26T23:11:42.625054,0.73,2154.45,61.65,Stormy,1.89,38,Southwest Airlines,55,925.73,Germany,WP208-WP301-WP870,Airport 65,4,0.24,International,Africa
FL005152,Embraer 190,CS5841,SEA,DFW,-50.456798,120.574375,36696,353,322,2023-10-02T09:01:01.091764,1.26,914.74,51.81,Clear,6.75,68,Alaska Airlines,84,1354.97,Canada,WP824-WP306-WP201,Airport 38,20,0.32,International,Africa
FL005153,Airbus A320,CS9453,JFK,MIA,15.52494,162.114127,33118,287,301,2022-03-27T09:53:35.123155,1.29,4883.47,84.6,Clear,3.36,52,Alaska Airlines,93,1970.39,Canada,WP537-WP176-WP717,Airport 72,17,0.44,Domestic,North America
FL005154,Boeing 737,CS9786,ATL,MIA,-86.488717,159.147672,10819,242,27,2023-05-18T01:45:55.845998,1.73,4443.56,88.94,Cloudy,2.6,98,United Airlines,234,1489.07,Canada,WP992-WP188-WP803,Airport 100,15,1.19,International,Africa
FL005155,Airbus A320,CS7881,ORD,LAX,72.539717,-94.240481,15455,532,73,2022-09-25T00:20:25.525419,2.04,1376.56,81.1,Snowy,8.81,21,Delta Air Lines,207,708.67,USA,WP985-WP137-WP556,Airport 10,17,1.04,International,Africa
FL005156,Embraer 190,CS5958,LAX,LAX,8.716657,-114.432321,36842,269,0,2022-07-18T06:12:28.536407,3.67,1498.47,52.66,Stormy,9.21,12,Delta Air Lines,96,820.7,Germany,WP895-WP476-WP933,Airport 12,5,0.17,Domestic,Asia
FL005157,Boeing 777,CS3437,LAX,DFW,-82.573954,64.868687,18544,301,93,2022-11-10T22:59:02.983164,1.6,4026.55,85.25,Stormy,2.54,38,American Airlines,287,989.16,Germany,WP911-WP385-WP271,Airport 47,21,1.71,International,North America
FL005158,Embraer 190,CS4321,SFO,JFK,-26.249031,-51.442778,18384,493,41,2022-01-23T14:27:09.908434,1.12,687.1,62.95,Cloudy,3.27,120,American Airlines,143,250.39,UK,WP618-WP910-WP242,Airport 56,3,1.46,International,Europe
FL005159,Boeing 737,CS8296,SEA,ORD,-68.673022,151.299691,28545,448,286,2023-07-04T18:22:14.143924,1.34,572.68,81.79,Cloudy,8.52,71,Delta Air Lines,163,1445.34,UK,WP268-WP779-WP778,Airport 71,26,1.13,International,Asia
FL005160,Boeing 777,CS4459,MIA,SFO,3.716361,-137.723993,9336,577,12,2023-11-18T07:36:26.488544,3.48,2109.15,61.98,Snowy,7.79,2,Alaska Airlines,98,1244.82,UK,WP635-WP973-WP924,Airport 33,17,0.48,Domestic,Africa
FL005161,Embraer 190,CS7264,ORD,SFO,-80.298333,-61.393845,10760,249,235,2022-03-27T17:51:02.929474,2.85,1511.1,58.54,Rainy,5.17,94,Southwest Airlines,268,1390.54,Canada,WP990-WP400-WP707,Airport 63,3,1.79,Domestic,Africa
FL005162,Boeing 737,CS1196,ORD,MIA,-33.678501,-116.970857,16093,408,92,2023-12-28T10:18:50.691951,4.05,3351.7,68.41,Snowy,9.12,115,American Airlines,85,189.99,Canada,WP945-WP931-WP626,Airport 88,2,0.97,Domestic,Europe
FL005163,Boeing 777,CS9698,SEA,DFW,41.306817,20.650506,35062,486,209,2022-10-09T08:55:18.241722,2.51,765.29,87.65,Stormy,9.41,114,Southwest Airlines,244,1180.35,Canada,WP311-WP575-WP395,Airport 67,26,0.78,Domestic,South America
FL005164,Embraer 190,CS9015,MIA,MIA,-11.526774,-171.405638,36335,326,84,2022-04-09T03:06:55.341705,4.81,1079.55,55.09,Clear,4.31,63,Southwest Airlines,203,565,Germany,WP844-WP911-WP227,Airport 28,20,1.1,International,North America
FL005165,Embraer 190,CS9335,ORD,DEN,-71.639683,-156.861421,25270,267,302,2023-01-18T14:12:53.314104,3.09,4253.85,65.5,Rainy,6.51,55,American Airlines,149,870.32,Mexico,WP861-WP674-WP123,Airport 50,8,0.93,International,North America
FL005166,Airbus A320,CS5291,SFO,ORD,-33.44251,-42.874559,31652,317,239,2022-08-25T07:26:29.731654,3.86,4391.6,93.78,Rainy,5.42,61,Alaska Airlines,122,1671.4,Mexico,WP865-WP430-WP818,Airport 55,1,0.39,International,North America
FL005167,Airbus A320,CS1301,SFO,PHX,-73.939711,129.660259,17041,494,167,2022-02-26T19:34:00.804486,3.68,3584.26,76.5,Snowy,4,100,Alaska Airlines,272,732.56,Germany,WP362-WP459-WP242,Airport 79,15,1.62,International,Asia
FL005168,Airbus A320,CS1140,ORD,JFK,-16.248117,-12.026793,14703,383,153,2022-11-01T09:54:22.815673,0.79,3333.12,81.23,Stormy,7.44,76,American Airlines,179,1431.53,Mexico,WP741-WP779-WP523,Airport 66,19,0.1,International,North America
FL005169,Embraer 190,CS9669,ORD,ATL,-81.1564,-126.089813,11107,489,194,2023-05-05T06:30:05.421941,4.54,4428.66,76.9,Stormy,5.43,119,Delta Air Lines,233,10.82,Germany,WP842-WP729-WP839,Airport 34,27,0.99,International,Asia
FL005170,Boeing 737,CS4106,DFW,MIA,25.747076,4.596666,4187,242,340,2022-08-26T10:03:16.529346,2.1,2518.69,73.15,Rainy,1.12,35,Southwest Airlines,230,705.02,UK,WP480-WP129-WP697,Airport 83,6,1.26,Domestic,Asia
FL005171,Embraer 190,CS1330,LAX,SFO,-18.826113,176.93382,12952,344,149,2023-06-19T09:33:13.354368,3.35,2207.86,54.78,Snowy,3.43,9,Southwest Airlines,190,520.09,UK,WP196-WP927-WP678,Airport 17,13,0.46,Domestic,North America
FL005172,Boeing 777,CS6932,LAX,ATL,-12.827486,147.585791,35486,432,212,2022-04-14T00:35:50.137566,2.8,4357.11,68.79,Cloudy,7.73,110,Alaska Airlines,99,512.43,USA,WP224-WP666-WP883,Airport 37,28,1.93,Domestic,Africa
FL005173,Airbus A320,CS4455,ATL,ORD,-9.680726,-134.658047,11029,206,158,2022-01-26T17:09:47.062223,2.83,4092.52,68.07,Stormy,2.12,84,American Airlines,190,252.64,Mexico,WP877-WP915-WP912,Airport 6,9,1.65,International,Asia
FL005174,Boeing 737,CS6388,SEA,MIA,81.563778,-128.60546,11938,402,39,2023-07-07T11:15:27.061535,4.11,3535.84,91.58,Stormy,9.6,105,Delta Air Lines,243,1600.97,UK,WP989-WP494-WP873,Airport 14,11,0.56,International,Asia
FL005175,Embraer 190,CS8866,MIA,ORD,72.68807,-74.282826,38048,222,6,2022-05-10T04:59:09.856810,1.67,2921.8,96.74,Rainy,1.81,105,Delta Air Lines,276,1889.08,USA,WP462-WP614-WP817,Airport 78,24,1.35,International,South America
FL005176,Embraer 190,CS3224,SFO,JFK,-26.697253,61.342391,29377,520,9,2022-06-01T18:15:51.527617,3.84,742.71,95.74,Rainy,1.41,27,Alaska Airlines,232,1966.35,Mexico,WP146-WP962-WP370,Airport 17,23,0.75,Domestic,Europe
FL005177,Embraer 190,CS2244,JFK,SFO,57.569503,-17.369698,2314,214,218,2022-01-25T02:16:29.979062,4.73,3193.36,71.63,Clear,3.06,56,American Airlines,138,1617.16,Canada,WP543-WP229-WP169,Airport 4,4,0.11,International,South America
FL005178,Embraer 190,CS5659,DFW,PHX,74.656753,48.892423,27247,386,196,2022-06-22T17:35:37.907391,2,1414.85,80.57,Cloudy,6.21,69,Delta Air Lines,103,1654.63,UK,WP610-WP207-WP272,Airport 70,16,1.29,Domestic,North America
FL005179,Airbus A320,CS3226,SEA,JFK,51.890179,-99.524096,13835,294,289,2023-11-15T18:24:20.766243,4.36,1500.12,75.58,Snowy,2.15,21,Alaska Airlines,105,1423.53,Germany,WP716-WP554-WP306,Airport 90,11,1.81,International,South America
FL005180,Embraer 190,CS6615,JFK,PHX,8.036549,-90.234142,36637,595,290,2022-10-20T08:52:22.386120,1.19,4016.59,51.74,Clear,8.28,106,Delta Air Lines,112,1960.69,Canada,WP737-WP448-WP249,Airport 65,12,1.12,International,Africa
FL005181,Embraer 190,CS7665,DFW,ORD,-3.808473,-130.710004,3960,536,264,2023-08-11T10:46:40.464237,1.12,3705.69,95.93,Clear,6.18,32,Delta Air Lines,94,1800.74,USA,WP330-WP816-WP715,Airport 30,3,1.01,Domestic,Europe
FL005182,Airbus A320,CS2573,LAX,PHX,-24.445682,-5.86313,22282,225,177,2023-05-19T03:36:54.146306,3.68,4437.17,61.06,Stormy,10.49,110,American Airlines,290,75.52,Germany,WP972-WP919-WP863,Airport 48,17,1.21,International,North America
FL005183,Boeing 777,CS9345,DEN,ATL,-36.092533,95.289225,25171,459,309,2023-06-21T01:57:16.066431,0.57,2691.7,86.24,Clear,6.29,83,American Airlines,111,912.93,UK,WP246-WP614-WP144,Airport 4,14,0.95,Domestic,North America
FL005184,Boeing 777,CS6479,SEA,PHX,-53.247452,115.158078,23765,377,144,2023-09-29T05:13:02.664750,0.6,4064.54,50.32,Rainy,6.87,119,Alaska Airlines,219,701.6,Germany,WP249-WP809-WP831,Airport 17,17,1.56,Domestic,Europe
FL005185,Airbus A320,CS6678,LAX,PHX,-6.325078,5.849197,4700,225,48,2023-09-11T10:08:53.599560,2.3,4750.17,60.28,Clear,9.02,6,Alaska Airlines,132,252.29,Germany,WP925-WP780-WP515,Airport 79,10,1.75,Domestic,Europe
FL005186,Boeing 737,CS1473,PHX,ORD,22.904897,117.455705,6180,278,138,2023-07-04T00:39:47.866759,3.91,1407.98,50.42,Stormy,11.7,15,Southwest Airlines,111,944.36,Mexico,WP102-WP859-WP494,Airport 23,12,1.06,International,South America
FL005187,Airbus A320,CS5642,LAX,ATL,44.167972,-31.857542,9643,332,326,2023-05-13T01:38:01.165987,2.83,3564.61,95.75,Clear,7.69,68,United Airlines,171,456,USA,WP327-WP643-WP938,Airport 67,7,1.53,International,Asia
FL005188,Boeing 777,CS2055,MIA,SFO,-43.86707,-3.772198,8652,407,26,2023-04-19T15:37:17.348114,0.68,1949.72,50.96,Cloudy,1.33,66,Southwest Airlines,293,1570.29,Canada,WP485-WP931-WP613,Airport 59,23,1.43,Domestic,Asia
FL005189,Boeing 777,CS5454,PHX,DFW,26.457019,-143.254071,23275,257,85,2023-01-03T06:49:39.922908,3.9,1967.96,64.32,Snowy,5.4,3,Southwest Airlines,288,869.34,USA,WP901-WP327-WP923,Airport 49,14,0.68,Domestic,Asia
FL005190,Airbus A320,CS8548,DFW,PHX,-67.651491,115.555449,29986,403,325,2023-11-30T03:30:41.707528,1.15,858.26,88.68,Stormy,2.9,3,American Airlines,273,1533.26,USA,WP286-WP969-WP572,Airport 52,24,1,Domestic,Africa
FL005191,Embraer 190,CS1861,ATL,SEA,-88.429999,70.415102,3492,520,140,2022-11-10T10:09:50.007776,1.93,4920.18,95.46,Clear,5.99,13,Alaska Airlines,258,739.22,UK,WP143-WP781-WP542,Airport 23,11,1.24,Domestic,South America
FL005192,Boeing 777,CS9983,ORD,SEA,22.056481,-20.237025,36204,507,181,2022-04-16T01:55:52.512656,2.68,3842.1,59.11,Snowy,11.62,64,Alaska Airlines,240,1803.9,UK,WP161-WP874-WP778,Airport 64,5,1.99,International,North America
FL005193,Airbus A320,CS8006,PHX,SFO,41.897754,-133.607085,30561,409,310,2022-12-18T08:57:44.539218,3.43,2046.82,83.62,Rainy,8.36,26,Southwest Airlines,72,1174.78,Mexico,WP880-WP445-WP803,Airport 32,20,1.25,International,Africa
FL005194,Boeing 777,CS6710,PHX,PHX,-67.080791,151.981176,30923,380,242,2023-10-28T00:13:02.119273,3.95,4469.51,50.41,Cloudy,6.42,20,Alaska Airlines,118,149.96,USA,WP854-WP595-WP960,Airport 62,12,1.04,Domestic,South America
FL005195,Airbus A320,CS6234,MIA,MIA,-82.209515,50.436235,4766,483,304,2022-06-02T00:37:24.925838,4.23,4682.72,64.96,Clear,6.34,95,Southwest Airlines,65,468.66,UK,WP226-WP124-WP421,Airport 30,11,1.2,Domestic,South America
FL005196,Embraer 190,CS8428,ORD,SFO,-1.427013,-99.142939,33343,596,269,2022-11-27T06:09:30.718650,2.39,4989.38,53.25,Cloudy,5.17,97,Delta Air Lines,236,1492.28,Canada,WP543-WP764-WP748,Airport 72,14,1.9,Domestic,Europe
FL005197,Boeing 777,CS6440,SFO,SEA,35.504326,-172.949948,18892,293,160,2022-01-08T01:09:38.135930,4.9,3996.07,83.87,Rainy,2.07,39,Alaska Airlines,107,288.71,Germany,WP444-WP491-WP299,Airport 91,3,1.26,Domestic,North America
FL005198,Boeing 737,CS3771,ORD,ORD,-49.800502,-52.269159,16725,464,304,2023-07-29T06:07:24.128483,3.46,2619.6,51.25,Stormy,8.83,29,American Airlines,195,120.9,Germany,WP412-WP355-WP946,Airport 24,2,0.17,Domestic,Asia
FL005199,Boeing 777,CS6123,MIA,SFO,0.904015,114.080925,8172,596,53,2023-09-14T08:43:39.758454,1.15,3752.47,59.66,Clear,11.13,17,Delta Air Lines,288,851.68,Canada,WP878-WP574-WP333,Airport 76,7,0.93,Domestic,South America
FL005200,Boeing 777,CS1808,DFW,ATL,36.304113,124.807688,34993,494,102,2023-01-17T16:33:04.763286,4.64,955.51,97.2,Rainy,3.09,85,Alaska Airlines,148,191.2,Canada,WP429-WP591-WP688,Airport 80,28,1.04,International,South America
FL005201,Embraer 190,CS1010,MIA,PHX,88.913905,146.09245,13726,597,287,2023-09-03T07:16:08.403623,1.45,1080.85,63.23,Stormy,8.76,19,American Airlines,239,416.13,UK,WP154-WP186-WP949,Airport 60,24,0.94,Domestic,South America
FL005202,Boeing 777,CS5017,DFW,SFO,48.464765,64.036512,23822,295,291,2022-06-24T14:39:08.856930,4.95,3429.96,76.67,Clear,2.12,42,United Airlines,172,1472.83,Canada,WP995-WP600-WP360,Airport 95,3,2,International,Europe
FL005203,Boeing 737,CS5681,DFW,ORD,-18.47688,12.263225,13734,370,161,2023-12-06T06:11:39.335555,0.68,2848.5,67.3,Cloudy,9.63,23,Southwest Airlines,270,1007.17,Germany,WP716-WP639-WP728,Airport 14,20,1.11,Domestic,North America
FL005204,Boeing 777,CS3931,JFK,DFW,47.931707,141.271993,9927,387,239,2022-02-26T05:06:15.619006,2.76,2594.17,95.67,Clear,8.66,70,Alaska Airlines,178,1849.2,Canada,WP511-WP610-WP159,Airport 46,13,0.14,Domestic,Africa
FL005205,Boeing 777,CS9067,DFW,MIA,58.32292,-153.360344,11218,210,25,2022-06-28T08:22:29.652994,3.2,2551.51,83.75,Stormy,2.68,20,American Airlines,235,1116.58,Germany,WP237-WP192-WP876,Airport 33,23,1.22,Domestic,South America
FL005206,Boeing 777,CS5367,ATL,DFW,-29.083101,-40.789288,9174,336,172,2022-02-06T21:07:26.042162,2.43,4583.55,86.58,Clear,6.35,71,Delta Air Lines,210,794.77,UK,WP917-WP447-WP569,Airport 33,19,1.22,Domestic,North America
FL005207,Embraer 190,CS1973,JFK,DEN,51.880722,159.088634,4479,514,46,2022-08-22T04:51:00.631091,3.5,4429.2,68.67,Stormy,4.31,70,United Airlines,143,1145.36,Germany,WP372-WP985-WP646,Airport 48,9,1.88,International,Asia
FL005208,Boeing 737,CS8945,DEN,SFO,-48.789704,-30.653559,24314,486,171,2023-10-30T05:45:54.347503,4.06,4261.86,64.19,Stormy,9.1,31,Alaska Airlines,291,1551.59,Canada,WP224-WP813-WP124,Airport 3,19,1.2,Domestic,South America
FL005209,Boeing 777,CS4681,SEA,SEA,-3.936935,-29.213689,22658,221,185,2023-04-14T14:35:14.576325,1.36,1903.92,79,Clear,8.33,23,Delta Air Lines,135,1600.41,USA,WP785-WP934-WP266,Airport 32,4,0.73,Domestic,Europe
FL005210,Airbus A320,CS5268,ATL,ORD,-20.523673,19.151153,38231,493,107,2022-11-26T14:08:55.716826,0.71,1110.04,50.06,Clear,7.42,114,Alaska Airlines,132,1412.32,Germany,WP720-WP908-WP316,Airport 18,9,1.78,Domestic,South America
FL005211,Boeing 777,CS9677,ORD,DFW,8.26219,-48.691521,20634,420,314,2022-11-27T06:35:17.484324,4.22,4780.07,55.51,Rainy,7.07,68,Delta Air Lines,196,476.85,UK,WP695-WP428-WP328,Airport 35,27,1.76,International,Africa
FL005212,Boeing 737,CS3410,SFO,ATL,-79.369322,8.531503,33186,551,356,2022-10-26T03:36:19.605544,0.74,2651.24,53.33,Clear,10.28,44,Delta Air Lines,118,167.49,Mexico,WP544-WP955-WP970,Airport 91,28,1.3,Domestic,Africa
FL005213,Boeing 777,CS5079,DFW,DFW,-67.297733,11.413479,10251,573,35,2022-07-30T22:03:07.379105,4,3578.01,85.98,Snowy,1.34,40,American Airlines,208,1004.8,Mexico,WP439-WP740-WP643,Airport 83,4,1.06,International,South America
FL005214,Embraer 190,CS1326,PHX,PHX,70.475485,22.670828,13431,525,168,2022-05-18T15:37:06.326046,4.19,3464.94,93.72,Snowy,8.92,27,United Airlines,195,1163.48,Canada,WP384-WP897-WP157,Airport 4,1,0.42,International,Europe
FL005215,Airbus A320,CS4689,DFW,LAX,-89.393865,-174.300759,36911,462,232,2022-08-23T01:44:39.963847,3.13,2830.25,82.09,Snowy,2.24,3,American Airlines,99,463.44,Germany,WP313-WP702-WP372,Airport 22,3,0.63,International,South America
FL005216,Airbus A320,CS1093,SFO,LAX,68.194952,43.472056,8822,232,24,2023-04-17T14:38:40.831666,3.09,1726.4,66.32,Snowy,4.43,73,Southwest Airlines,52,1782.96,Germany,WP272-WP303-WP782,Airport 13,7,0.9,International,South America
FL005217,Airbus A320,CS7680,MIA,JFK,54.338551,50.702226,37473,239,217,2022-09-19T21:44:10.609837,3.32,4249.04,74.55,Snowy,2.25,80,Southwest Airlines,78,1161.87,UK,WP543-WP514-WP916,Airport 90,25,0.55,International,Asia
FL005218,Boeing 737,CS2706,MIA,LAX,-61.622814,-46.795014,10941,205,286,2022-04-05T20:16:29.133937,3.43,1331.87,95.57,Cloudy,5.78,51,American Airlines,247,1791.98,USA,WP268-WP442-WP117,Airport 23,25,0.72,Domestic,South America
FL005219,Boeing 777,CS4524,MIA,ATL,77.761853,-152.479734,4075,419,209,2023-11-20T03:49:51.842748,2.81,3427.35,65.89,Rainy,4.74,83,Delta Air Lines,83,566.02,UK,WP258-WP425-WP878,Airport 51,12,1.44,International,South America
FL005220,Boeing 737,CS4637,DEN,MIA,-59.937624,119.833441,31773,349,300,2022-04-02T11:37:07.268976,4.79,4257.33,82.05,Clear,8.63,5,United Airlines,117,1610.5,Mexico,WP679-WP637-WP904,Airport 41,21,0.79,Domestic,Asia
FL005221,Boeing 777,CS2461,SEA,LAX,-59.956617,71.294173,20190,568,32,2022-02-18T05:12:43.206806,1.98,2181.82,88.7,Rainy,9.04,20,Delta Air Lines,253,1089.51,Mexico,WP339-WP688-WP696,Airport 88,1,0.1,Domestic,North America
FL005222,Airbus A320,CS5093,ORD,DFW,73.767094,-98.494575,33694,310,209,2022-05-30T17:42:41.588309,3.68,627.87,58.99,Stormy,5.35,1,United Airlines,218,294.54,USA,WP802-WP698-WP277,Airport 100,6,0.24,Domestic,Africa
FL005223,Boeing 737,CS6096,JFK,JFK,-77.351475,145.10384,37911,569,222,2022-04-16T00:59:09.159338,0.65,3894.08,76.66,Stormy,10.89,69,Southwest Airlines,54,728.29,Mexico,WP659-WP838-WP549,Airport 25,12,1.46,Domestic,Asia
FL005224,Boeing 737,CS2565,DEN,DEN,-23.305734,1.621206,26660,486,74,2023-05-08T12:03:56.502179,3.76,2891.71,75.01,Rainy,5.56,49,United Airlines,197,108.97,UK,WP964-WP946-WP254,Airport 13,7,0.46,Domestic,Europe
FL005225,Airbus A320,CS3010,ORD,MIA,-65.885581,-155.923999,33384,219,186,2022-06-27T12:53:34.396161,1.49,2844.36,85.37,Cloudy,4.34,3,United Airlines,91,1314.68,Mexico,WP115-WP329-WP907,Airport 5,5,0.92,International,North America
FL005226,Airbus A320,CS4303,SFO,ATL,-51.933302,-0.452957,2175,273,325,2022-07-03T08:28:08.986357,0.93,4117.88,56.81,Stormy,8.35,98,United Airlines,194,540.55,UK,WP252-WP220-WP734,Airport 40,28,1.31,International,Africa
FL005227,Embraer 190,CS8638,ATL,DFW,86.969189,21.697176,32963,485,40,2022-06-04T23:52:40.973319,1.62,4791.16,80.91,Cloudy,3.18,46,Delta Air Lines,227,953.54,Canada,WP596-WP587-WP310,Airport 41,4,1.43,Domestic,Asia
FL005228,Boeing 737,CS6876,DFW,ORD,2.135918,97.392963,7137,481,243,2022-08-12T21:04:10.062994,1.07,3751.15,52.98,Stormy,3.88,0,Southwest Airlines,270,1079.87,Mexico,WP608-WP709-WP670,Airport 47,14,1.69,International,Africa
FL005229,Airbus A320,CS8128,DEN,PHX,50.116896,-117.011385,20156,449,160,2023-04-27T10:28:30.175533,1.9,588.4,96.98,Snowy,5.35,33,Alaska Airlines,292,1801.07,Germany,WP630-WP165-WP887,Airport 18,19,1.71,International,North America
FL005230,Airbus A320,CS8895,MIA,DEN,-44.737091,27.431904,3282,451,329,2022-01-08T18:18:18.143911,2.94,947.28,98.37,Cloudy,11.91,92,Delta Air Lines,132,26.62,Germany,WP134-WP985-WP381,Airport 100,4,1.73,International,Africa
FL005231,Boeing 737,CS7181,MIA,MIA,-77.375589,128.80305,33697,309,249,2022-11-03T03:41:57.905471,3.11,3602.55,55.04,Stormy,2.49,48,United Airlines,57,1427.47,Mexico,WP598-WP930-WP317,Airport 18,8,1.55,International,Europe
FL005232,Embraer 190,CS7292,MIA,MIA,10.707669,-165.602361,14876,507,95,2023-10-20T12:09:01.425802,0.95,2664.15,84.44,Rainy,1.6,41,United Airlines,76,1803.43,UK,WP919-WP448-WP230,Airport 77,14,0.31,Domestic,Africa
FL005233,Boeing 737,CS7055,MIA,SEA,-1.926795,24.757895,8141,362,221,2023-10-23T09:14:40.289861,0.65,1194.08,70.46,Stormy,4.94,52,Delta Air Lines,199,191.99,UK,WP543-WP707-WP448,Airport 69,12,0.81,International,Africa
FL005234,Airbus A320,CS1565,ORD,SEA,36.337801,140.012665,1062,539,112,2023-06-17T17:57:16.265152,2.78,4000.46,78.41,Rainy,5.65,95,Southwest Airlines,277,1131.58,USA,WP947-WP598-WP704,Airport 70,8,1.89,International,Europe
FL005235,Airbus A320,CS5403,DFW,DEN,-40.937897,6.580568,36143,302,153,2023-08-01T19:14:43.810030,4.91,3434.54,61.88,Stormy,11.78,26,American Airlines,92,1873.26,UK,WP472-WP763-WP277,Airport 3,1,1.56,Domestic,Africa
FL005236,Airbus A320,CS7570,PHX,JFK,9.108512,179.223471,31727,432,158,2022-04-10T07:54:46.397330,2.42,2146.6,89.46,Stormy,3.49,72,Delta Air Lines,244,954.09,Germany,WP446-WP313-WP879,Airport 24,3,0.89,Domestic,South America
FL005237,Embraer 190,CS4061,DEN,LAX,-74.366271,-18.226751,29200,276,251,2023-02-14T02:31:07.222080,0.67,1029.04,51.62,Cloudy,5.92,21,Alaska Airlines,59,1549.58,UK,WP170-WP648-WP860,Airport 21,14,1.04,Domestic,North America
FL005238,Boeing 737,CS6149,LAX,MIA,-67.835821,-87.2718,39434,234,353,2022-01-29T20:03:57.314357,2.03,2934.35,94.16,Stormy,7.68,86,Delta Air Lines,83,1767.26,Canada,WP386-WP686-WP783,Airport 63,17,1.4,Domestic,Africa
FL005239,Airbus A320,CS9310,DFW,ATL,89.87582,-127.476599,38262,204,129,2022-12-07T22:12:23.523802,1.44,1537.08,76.14,Snowy,1.65,76,American Airlines,182,1188.67,Germany,WP161-WP315-WP747,Airport 17,23,0.67,Domestic,North America
